Username (Account ID),State,District,Area,Median No of transactions ,Average No of transactions ,lowestof trans,Median Amount,Average Amount,lowestof amount,TYPE,Gender,Active,Blocked,Suspended,Unused Balance,NO OF DAYS SINCE LAST DEPOSIT ,NO OF DAYS SINCE device creation,NO OF DAYS SINCE onboarded,Status,Status2
sabimen796 (012265),Lagos,Mushin-Main,Mushin,101,89,89,227140,192645,192645,Regular,Male,Yes,No,No,16919.5,9,537,537,good,good
santexsupermarket (002697),Lagos,Surulere,Ijesha,97,90,90,231660,211409,211409,Regular,Male,Yes,No,No,20483.1,19,1398,1398,good,good
Kennynewmanpos (022003),Enugu,Enugu South,Achara Layout,163,143,143,545068,476928,476928,Regular,Male,Yes,No,No,5563.6,0,254,254,good,bad
3gspos (012961),Federal Capital Territory,Kubwa,Bwari,153,160,153,582520,536141,536141,Regular,Female,Yes,No,No,9097.58835,284,497,497,good,good
Sholaeasypos (012467),Lagos,Epe,Epe,251,269,251,828730,973901,828730,Regular,Female,Yes,No,No,14468.7999,182,501,501,good,good
SABIMEN1045 (011130),Lagos,Sango,Ifo,46,51,46,241705,238454,238454,Regular,Male,Yes,No,No,0.09376,150,536,536,good,good
Tunjikamapp (017984),Lagos,Alimosho 1,Ayobo,0,23,0,0,59964,0,Regular,Female,Yes,No,No,0.784,202,378,378,bad,bad
Cnndivineint2 (002903),Anambra,Onitsha North,New Market Road,0,19,0,0,35593,0,Regular,Female,Yes,No,No,-5350,196,1354,1354,bad,bad
sabimen317 (010875),Lagos,Ikeja,Ogba,179,155,155,441450,548456,441450,Regular,Male,Yes,No,No,48313.6825,0,543,543,good,bad
247loadedpos (013538),Enugu,Enugu North,Independence Layout,35,32,32,82275,98704,82275,Regular,Male,Yes,No,No,3081.882,25,495,495,good,good
SABIMEN1123 (011271),Lagos,Sango,Ifo,153,161,153,311100,313632,311100,Regular,Female,Yes,No,No,3071.66,3,536,536,good,bad
Sabimen150 (011024),Lagos,IKorodu,Odogunyan,104,152,104,248900,418929,248900,Regular,Male,Yes,No,No,96876.07,0,543,543,good,bad
Goldcommunication (001914),Lagos,IKorodu,Agric,21,27,21,204380,159767,159767,Regular,Female,Yes,No,No,14090.36929,2,1466,1466,good,bad
Sunnysat1app (008597),Ondo,Ore,Ore,51,59,51,104600,130980,104600,Regular,Male,Yes,No,No,1557.1,2,706,706,good,bad
GloAdePos (013277),Ogun,Obafemi-Owode,Ibafo,262,407,262,420640,498852,420640,Regular,Female,Yes,No,No,7426.901,4,502,502,good,bad
Sabimen392 (010980),Lagos,Agege,Mangoro,112,175,112,745080,2160387,745080,Regular,Male,Yes,No,No,92784.23876,116,542,542,good,good
sabimen3129 (015919),Rivers,Port Harcourt,Mile 4,0,25,0,0,103343,0,Regular,Male,Yes,No,No,2983.89,421,460,460,bad,bad
sabimen2378 (014473),Nasarawa,Karu,One Man Village,13,48,13,30900,94378,30900,Regular,Male,Yes,No,No,0.37,187,466,466,bad,bad
Sabimen119 (010879),Lagos,Ajegunle,Ajegunle,468,453,453,2982780,3294035,2982780,Regular,Male,Yes,No,No,19180.2425,3,544,544,good,bad
Sabimen1535 (012305),Lagos,Oshodi-Main,Ilasamaja,30,54,30,66420,110717,66420,Regular,Male,Yes,No,No,25609,83,543,543,good,good
Growth (004659),Lagos,Festac1,5th Avenue Stretch,39,43,39,203490,213082,203490,Regular,Male,Yes,No,No,14419.76,4,1224,1224,good,bad
SABIMEN1171 (011385),Lagos,Sango,Sango,107,100,100,241800,269877,241800,Regular,Female,Yes,No,No,39200.5,215,535,535,good,good
Klinkut (002469),Lagos,Ikeja,Oregun,0,27,0,0,35346,0,Regular,Male,Yes,No,No,-372.71643,252,1399,1399,bad,bad
Thomaspos (016726),Lagos,Oshodi-Main,Mafoluku,73,67,67,263300,264034,263300,Regular,Female,Yes,No,No,5681.19357,355,440,440,good,good
ALWAYSCLINICAL (006210),Anambra,Onitsha South,Ochanja,1094,914,914,7798710,6473689,6473689,Regular,Male,Yes,No,No,87.24,48,1047,1047,good,good
sabimen3360 (016169),Osun,Osogbo,0,126,148,126,391400,566299,391400,Regular,Male,Yes,No,No,79260.625,2,459,459,good,bad
sabimen3353 (016162),Osun,Osogbo,0,137,212,137,222300,826629,222300,Regular,Female,Yes,No,No,3814.71,3,459,459,good,bad
SABIMEN2760 (015223),Oyo,Ibadan South West,Elebu,150,145,145,253115,255794,253115,Regular,Male,Yes,No,No,19804.45,6,462,462,good,bad
CQ2019pos (009282),Lagos,Alimosho 2,Ikotun,60,76,60,246840,326923,246840,Regular,Female,Yes,No,No,-71.15714,151,665,665,bad,bad
SundriesEnt (002344),Lagos,Agege,Ifako Ogba,67,71,67,364465,370854,364465,Regular,Female,Yes,No,No,184.82,1,1424,1424,good,bad
Goodsondapp (019393),Lagos,Mushin-Main,Mushin,1,20,1,3020,75122,3020,Regular,Male,Yes,No,No,4441.381,4,327,327,bad,bad
Pitanpos (012465),Lagos,IKorodu,Odogunyan,387,452,387,3574650,5022718,3574650,Regular,Male,Yes,No,No,17432.795,87,501,501,good,good
sabimen3768 (016424),Lagos,Ajegunle,Ajegunle,46,48,46,112533,138170,112533,Regular,Male,Yes,No,No,89045.81,1,438,438,good,bad
Apex (004762),Rivers,Port Harcourt,Town,42,68,42,45090,85251,45090,Regular,Male,Yes,No,No,-742.2495,46,1096,1216,bad,bad
BUKTOENT (006021),Ogun,Ado-Odo/Ota,Ijako,138,137,137,580734,572386,572386,Regular,Female,Yes,No,No,58.935,0,1061,1061,good,bad
sabimen2204 (014225),Federal Capital Territory,Kubwa,Bwari,88,76,76,253300,220545,220545,Regular,Female,Yes,No,No,7008.815,0,468,468,good,bad
Kamosh (009528),Federal Capital Territory,Garki,Garki Area 1,32,31,31,179400,185541,179400,Regular,Female,Yes,No,No,20223.84,1,649,649,good,bad
SABIMEN1642 (014389),Lagos,Mushin-Main,Mushin,119,122,119,252450,302744,252450,Regular,Female,Yes,No,No,2638.425,2,476,476,good,bad
SABIMEN1247 (011123),Lagos,Shomolu,Pedro,118,110,110,231250,227791,227791,Regular,Female,Yes,No,No,72923.94,6,535,535,good,bad
SABIMEN2420 (014490),Federal Capital Territory,Kubwa,Bwari,82,78,78,146800,167373,146800,Regular,Male,Yes,No,No,241.045,6,466,466,good,bad
Hopeingod04Pos (013409),Lagos,Agege,Dopemu,664,700,664,7140110,8512607,7140110,Regular,Female,Yes,No,No,19532.64,44095,501,501,good,good
sabimen2773 (014917),Oyo,Oyo West,Iyana Church,128,121,121,245240,241605,241605,Regular,Male,Yes,No,No,10739.589,1,462,462,good,bad
sabimen2191 (014108),Lagos,Oshodi-Main,Ajao estate,0,25,0,0,76600,0,Regular,Male,Yes,No,No,10617.15,26,468,468,bad,bad
Sabimen361 (011027),Lagos,Ikeja,Alausa,174,182,174,659300,1320188,659300,Regular,Male,Yes,No,No,11579.4025,209,542,542,good,good
Reisapp (018049),Lagos,Oshodi-Main,Isolo,39,45,39,347390,296424,296424,Regular,Male,Yes,No,No,30333.17,1,377,377,good,bad
Sabimen864 (011090),Lagos,Shomolu,Palmgrove,65,88,65,214750,439489,214750,Regular,Male,Yes,No,No,29.535,3,537,537,good,bad
Daushmanpos (016732),Lagos,Badagry,Agbara,0,11,0,0,34911,0,Regular,Female,No,No,No,-856.71786,44095,44095,439,bad,bad
Joestar2 (002367),Lagos,Ibeju-Lekki,Lekki,0,2,0,0,34870,0,Regular,Female,Yes,No,No,-5685.12858,242,1405,1405,bad,bad
chinenyepos (010450),Lagos,Apapa,Orile,64,68,64,227810,213151,213151,Regular,Female,Yes,No,No,25177.285,4,560,560,good,bad
RIVERPLACE302 (004229),Lagos,Shomolu,Anthony,274,263,263,1777370,1884476,1777370,Regular,Male,Yes,No,No,12647.24627,23,256,1260,good,good
FICPOS (012624),Anambra,Idemili North,Obosi,141,144,141,243630,253331,243630,Regular,Female,Yes,No,No,38497.93,2,497,497,good,bad
Bengal (006518),Lagos,Alimosho 2,Ikotun,286,279,279,475649,488474,475649,Regular,Male,Yes,No,No,76.2635,12,979,979,good,good
BluegatePOS (010027),Delta,Ethiope east,Abraka,119,141,119,243400,691455,243400,Regular,Female,Yes,No,No,40286.671,538,593,593,good,good
sabimen154 (012325),Lagos,Ajegunle,Apapa,94,135,94,243300,615307,243300,Regular,Male,Yes,No,No,7.6,135,544,544,good,good
Stephen444pos (012908),Cross River,Calabar South,0,399,491,399,2450245,2284766,2284766,Regular,Male,Yes,No,No,74512.22,17,507,507,good,good
Sabimen623 (012080),Lagos,Alimosho 1,Abule Egba,67,89,67,150830,220719,150830,Regular,Male,Yes,No,No,715.58,19,539,539,good,good
sabimen3132 (015922),Rivers,Port Harcourt,Okidiba,129,133,129,894125,895225,894125,Regular,Male,Yes,No,No,44.335,42,460,460,good,good
Sabimen1541 (012312),Lagos,Oshodi-Main,Ilasamaja,114,118,114,324940,345019,324940,Regular,Male,Yes,No,No,26198.695,22,543,543,good,good
Kabol (001301),Lagos,Ikeja,Ogba,75,80,75,311200,320566,311200,Regular,Male,Yes,No,No,12500.11429,11,1522,1589,good,good
SABIMEN3108 (015380),Rivers,Port Harcourt,Rumuwoji,239,220,220,758250,631480,631480,Regular,Male,Yes,No,No,19093.595,1,460,460,good,bad
zukieapp (020478),Lagos,Amuwo Odofin,Amuwo Odofin,0,31,0,0,67829,0,Regular,Male,Yes,No,No,33.2,210,284,284,bad,bad
sabimen3201 (015847),Plateau,Jos North,0,87,71,71,240807,194094,194094,Regular,Male,Yes,No,No,1866.878,105,459,459,good,good
sabimen2665 (014883),Federal Capital Territory,Garki,Garki Area 1,0,13,0,0,42303,0,Regular,Male,Yes,No,No,127.71,221,465,465,bad,bad
Sabimen3388 (016218),Osun,Osogbo,0,41,103,41,164810,275270,164810,Regular,Male,Yes,No,No,11.59,10,458,458,good,good
SholexzyPOS (009467),Lagos,Agege,Oko-Oba,46,146,46,240834,1218567,240834,Regular,Male,Yes,No,No,6155.19057,243,657,657,good,good
sabimen2211 (013796),Federal Capital Territory,Kubwa,Bwari,96,95,95,240779,235075,235075,Regular,Male,Yes,No,No,1255.0992,9,468,468,good,good
adeoyepos (008809),Lagos,Alimosho 1,Abule Egba,118,168,118,345585,372756,345585,Regular,Female,Yes,No,No,1926.54857,1,698,698,good,bad
PICKRYTE (003025),Lagos,Amuwo Odofin,Amuwo Odofin,38,40,38,209250,208279,208279,Regular,Female,Yes,No,No,23799.025,5,1320,1320,good,bad
SABIMEN2881 (014882),Oyo,Ibadan Central,Challenge,155,173,155,460240,450143,450143,Regular,Male,Yes,No,No,27647.705,10,461,461,good,good
Sabimen3319 (016129),Osun,Osogbo,0,158,198,158,710890,929200,710890,Regular,Female,Yes,No,No,18.7125,421,459,459,good,good
sabimen1923 (014369),Lagos,Surulere,Aguda,34,47,34,94595,106668,94595,Regular,Male,Yes,No,No,2132.55,6,472,472,good,bad
SwiftTPos (009784),Delta,Warri north,Madogho,171,156,156,1441989,2379879,1441989,Regular,Male,Yes,No,No,-1405,44095,565,565,bad,bad
SABIMEN1717 (014088),Lagos,Oshodi-Main,Oshodi,119,104,104,280900,357961,280900,Regular,Male,Yes,No,No,5839.1225,3,476,476,good,bad
SABIMEN1662 (013782),Lagos,Mushin-Main,Mushin,67,84,67,317460,338236,317460,Regular,Female,Yes,No,No,10281.955,12,476,476,good,good
Sabimen125 (010909),Lagos,Ajegunle,Ajegunle,78,109,78,239134,3250429,239134,Regular,Male,Yes,No,No,286.9,285,544,544,good,good
SABIMEN1666 (013806),Lagos,Mushin-Main,Mushin,60,140,60,239000,1864346,239000,Regular,Female,Yes,No,No,38974.655,363,476,476,good,good
ADEB (002566),Lagos,Sango,Ifo,55,55,55,251050,248709,248709,Regular,Male,Yes,No,No,63628.85,0,1399,1399,good,bad
Ritapos (021483),Federal Capital Territory,Kubwa,Bwari,311,270,270,7664980,6590615,6590615,Regular,Female,Yes,No,No,9020.56,238,265,265,good,good
Azubikventures (004757),Lagos,IKorodu,Benson,70,64,64,267100,247069,247069,Regular,Male,Yes,No,No,16.071,12,1089,1216,good,good
BLESSEDIFYApp (009530),Lagos,Ifako Ijaiye,Ifako,51,49,49,237750,238092,237750,Regular,Female,Yes,No,No,14308.404,10,649,649,good,good
SABIMEN1009 (010573),Ogun,Otta,Otta,93,498,93,275750,5163356,275750,Regular,Male,Yes,No,No,27754.935,94,536,536,good,good
sabimen742 (012225),Lagos,Kosofe,Alakpere,0,15,0,0,33941,0,Regular,Male,Yes,No,No,20000,231,537,537,bad,bad
laolat (004248),Lagos,Festac1,5th Avenue Stretch,153,138,138,237470,199047,199047,Regular,Male,Yes,No,No,20353.55564,2,417,1251,good,bad
Franykepos (018189),Ogun,Ado-Odo/Ota,Ilogbo,0,74,0,0,101333,0,Regular,Female,Yes,No,No,38.00929,181,369,369,bad,bad
Tone247Pos (017893),Lagos,Lagos Island,Ikoyi,7,11,7,23420,52433,23420,Regular,Female,Yes,No,No,-3336.1625,348,383,383,bad,bad
tonyivy (006592),Lagos,Alimosho 1,Ejigbo,65,74,65,307250,356087,307250,Regular,Female,Yes,No,No,21792.165,6,922,922,good,bad
Olabanking1 (004214),Lagos,Alimosho 1,Iyana Ipaja,466,423,423,4388911,3778485,3778485,Regular,Male,Yes,No,No,2302.82232,0,1082,1264,good,bad
Globe (009526),Edo,Etsako West,Auchi,142,148,142,236970,230989,230989,Regular,Male,Yes,No,No,8584.78,2,650,650,good,bad
SABIMEN1363 (011428),Lagos,Yaba-Main,Yaba,170,319,170,513450,1239976,513450,Regular,Male,Yes,No,No,13.795,14,535,535,good,good
sabimen2193 (014126),Federal Capital Territory,Kubwa,Bwari,124,122,122,236750,235427,235427,Regular,Male,Yes,No,No,393.4,1,468,468,good,bad
DesmondDudo (002393),Ondo,Akure,Ijomu,153,234,153,266700,338745,266700,Regular,Male,Yes,No,No,3423.23,6,686,1423,good,bad
Sabimen1539 (012309),Lagos,Mushin-Main,Idi Araba,48,62,48,109585,126049,109585,Regular,Female,Yes,No,No,45552.575,2,543,543,good,bad
SABIMEN2886 (014898),Oyo,Ibadan North,Sango,83,118,83,148800,272197,148800,Regular,Female,Yes,No,No,155.0675,8,461,461,good,good
Doveypos (009377),Lagos,Agege,Oko-Oba,0,6,0,0,61681,0,Regular,Male,Yes,No,No,-6399.625,236,665,665,bad,bad
Aibas2pos (016788),Lagos,Agege,Capitol,61,115,61,183110,592502,183110,Regular,Male,Yes,No,No,35421.243,24,434,434,good,good
SABIMEN1390 (011478),Lagos,IKorodu,Agric,679,609,609,1851050,1787006,1787006,Regular,Male,Yes,No,No,12918.42,2,532,532,good,bad
MercyofGod (001849),Lagos,Alimosho 1,Ayobo,39,74,39,194265,232999,194265,Regular,Female,Yes,No,No,-1442.5769,53,1481,1481,bad,bad
Nateline (007873),Anambra,Onitsha South,Head Bridge (Right),0,39,0,0,69049,0,Regular,Male,Yes,No,No,-5116.87,186,739,739,bad,bad
SMLtd (006214),Anambra,Onitsha North,New Market Road,27,23,23,179260,145355,145355,Regular,Male,Yes,No,No,9924.51,9,1047,1047,good,good
Agorapos (012451),Lagos,Ifako Ijaiye,Ogba,669,941,669,4136320,7480744,4136320,Regular,Female,Yes,No,No,1565.065,235,508,508,good,good
Favpraiz (021494),Federal Capital Territory,Kubwa,Kubwa Pase 2 Site 2,0,12,0,0,38091,0,Regular,Male,Yes,No,No,-5393.48,203,265,265,bad,bad
sabimen1496 (010555),Lagos,Sango,Sango,5,41,5,10103,74105,10103,Regular,Male,Yes,No,No,10050.5625,26,532,532,bad,bad
REXBELLA (021599),Lagos,Surulere,Aguda,64,201,64,807960,2146168,807960,Regular,Female,Yes,No,No,49.02,94,258,258,good,good
IbrahimPOS (011770),Lagos,IKorodu,Irawo Ajegunle,67,71,67,274240,284943,274240,Regular,Male,Yes,No,No,505.80171,3,552,552,good,bad
Gbolaruce (008816),Ogun,Ado-Odo/Ota,Ado Odo,69,58,58,152610,138978,138978,Regular,Male,Yes,No,No,-1199.54,93,698,698,bad,bad
Sabimen3890 (015590),Lagos,IKorodu,Agric,58,54,54,215500,207754,207754,Regular,Male,Yes,No,No,118540.215,2,437,437,good,bad
Sabimen139 (010952),Ondo,Owo,Owo,208,292,208,1212370,2141888,1212370,Regular,Male,Yes,No,No,17066.9625,83,544,544,good,good
Sabimen294 (010971),Lagos,Ojo,Barrack,328,323,323,2181040,2950841,2181040,Regular,Male,Yes,No,No,1885.28,120,542,542,good,good
sabimen2568 (014610),Federal Capital Territory,Kubwa,Bwari,112,111,111,328500,323339,323339,Regular,Female,Yes,No,No,1833.13,82,465,465,good,good
sabimen3014 (015286),Rivers,Port Harcourt,Trans Amadi,111,136,111,290500,731254,290500,Regular,Male,Yes,No,No,2303.801,286,461,461,good,good
SABIMEN2010 (013775),Lagos,Ojo,Alaba Int,150,145,145,331110,289339,289339,Regular,Male,Yes,No,No,98701.81,0,469,469,good,bad
SABIMEN9 (007308),Lagos,IKorodu,Agric,99,96,96,203550,222531,203550,Regular,Male,Yes,No,No,15122.15,3,759,759,good,bad
Sabimen3870 (015544),Lagos,Ikeja,Ojodu,116,127,116,408165,495746,408165,Regular,Male,Yes,No,No,348.89,8,437,437,good,good
Vitaldrugs (005006),Rivers,Ikwerre,Elele,116,113,113,240290,241231,240290,Regular,Male,Yes,No,No,392.1829,2,1187,1187,good,bad
sabimen334 (010964),Lagos,Surulere,Lawanson,190,174,174,871070,661774,661774,Regular,Male,Yes,No,No,35.995,2,542,542,good,bad
Sabimen102 (012275),Lagos,Ajegunle,Ajegunle,95,93,93,265840,281144,265840,Regular,Male,Yes,No,No,12675.739,3,544,544,good,bad
Sabimen627 (012084),Lagos,Alimosho 1,Egbeda,77,79,77,150795,155437,150795,Regular,Male,Yes,No,No,10189.41,33,539,539,good,good
Whiznet (004908),Lagos,Alimosho 2,Ikotun,93,96,93,217350,169611,169611,Regular,Male,Yes,No,No,-2851.805,112,1200,1200,bad,bad
accollins (005097),Lagos,Amuwo Odofin,Satellite town,32,38,32,232350,244297,232350,Regular,Male,Yes,No,No,57569.5,14,1168,1168,good,good
Adekunleidowu (007573),Lagos,Mushin-Main,Mushin,44,62,44,82050,111349,82050,Regular,Female,Yes,No,No,4659.955,3,751,751,good,bad
SABIMEN3075 (015297),Rivers,Port Harcourt,Rumuwoji,59,145,59,232230,714277,232230,Regular,Male,Yes,No,No,7501.13,2,460,460,good,bad
ARKSOFTAPP2 (016652),Lagos,IKorodu,Itaoluwo,36,38,36,156911,176816,156911,Regular,Male,Yes,No,No,22522.055,5,451,451,good,bad
Sabimen3315 (016125),Osun,Osogbo,0,194,183,183,369155,386412,369155,Regular,Male,Yes,No,No,3627.683,35,459,459,good,good
DAYRAM (005423),Lagos,Oke Aro,Oke Aro,26,33,26,73130,101232,73130,Regular,Female,Yes,No,No,181.88754,2,1138,1138,good,bad
Augustina (000030),Ogun,Obafemi-Owode,Ibafo,124,111,111,215180,189375,189375,Regular,Female,Yes,No,No,31526.096,1,1335,2013,good,bad
AFRIVOGUE9 (006144),Ebonyi,Abakaliki,Abakaliki-enugu Highway,0,8,0,0,33005,0,Regular,Female,Yes,No,No,-30.80143,243,1050,1050,bad,bad
SABIMEN1279 (011211),Lagos,Oshodi-Main,Ajao estate,45,60,45,87350,131371,87350,Regular,Female,Yes,No,No,50.5,129,530,530,good,good
copenic3 (004968),Lagos,Ikeja,Adeniyi Jones,138,151,138,307600,342521,307600,Regular,Female,Yes,No,No,546.85393,4,1195,1195,good,bad
Sabimen3588 (015497),Lagos,Lagos Island,Victoria Island,79,79,79,239320,268150,239320,Regular,Male,Yes,No,No,5064.3225,5,438,438,good,bad
SABIMEN1355 (011399),Lagos,Yaba-Main,Yaba,70,141,70,700539,951240,700539,Regular,Male,Yes,No,No,8547.965,2,535,535,good,bad
Mmirioma (003686),Enugu,Enugu South,Agbani Road,14,35,14,30580,85357,30580,Regular,Male,Yes,No,No,-1983.01379,72,1298,1298,bad,bad
sabimen2077 (013888),Lagos,Kosofe,Ketu,38,35,35,77250,87357,77250,Regular,Male,Yes,No,No,42269.39,14,469,469,good,good
SABIMEN2754 (015218),Oyo,Ibadan South West,Akobo Oju Irin,459,425,425,810200,812526,810200,Regular,Male,Yes,No,No,67488.8,3,462,462,good,bad
SABIMEN1286 (011230),Lagos,Oshodi-Main,Oshodi,165,180,165,305550,364420,305550,Regular,Male,Yes,No,No,192.85,10,535,535,good,good
SABIMEN2883 (014890),Oyo,Ibadan South West,Apata,95,92,92,313520,347197,313520,Regular,Female,Yes,No,No,1769.1925,7,461,461,good,good
Sabimen3316 (016126),Osun,Osogbo,0,148,135,135,230550,221316,221316,Regular,Male,Yes,No,No,12136.09,15,459,459,good,good
SABIMEN498 (011569),Lagos,IKorodu,Odogunyan,118,110,110,301955,310454,301955,Regular,Male,Yes,No,No,3.815,1,539,539,good,bad
ThundexPOS (009652),Osun,Osogbo,0,589,554,554,1641025,1913429,1641025,Regular,Male,Yes,No,No,888.91014,106,616,616,good,good
sabimen3242 (015890),Plateau,Jos East,0,127,129,127,272250,326108,272250,Regular,Female,Yes,No,No,910.175,1,459,459,good,bad
sabimen2298 (015787),Niger,Suleja,Suleja,105,104,104,230400,231794,230400,Regular,Male,Yes,No,No,23493.9475,2,468,468,good,bad
ahovi (023134),Lagos,Ojo,Iba,0,16,0,0,87697,0,Regular,Male,Yes,No,No,4,205,242,242,bad,bad
Joysmilespos1 (016748),Benue,Makurdi,0,50,53,50,358390,346883,346883,Regular,Female,Yes,No,No,-3799.152,243,439,439,bad,bad
SABIMEN445 (010771),Lagos,IKorodu,Odogunyan,198,209,198,544200,618294,544200,Regular,Male,Yes,No,No,8125.26,73,542,542,good,good
GasatPos (010038),Lagos,Kosofe,Ketu,56,58,56,229540,240011,229540,Regular,Male,Yes,No,No,12037.9575,2,593,593,good,bad
Belimarsh2 (005947),Abia,Umuahia South,Abam,132,124,124,221450,217571,217571,Regular,Female,Yes,No,No,29631.50286,7,1062,1067,good,good
Keezee (010188),Lagos,Ifako Ijaiye,Ijaiye,8,20,8,18050,148917,18050,Regular,Male,Yes,No,No,-391.285,17,571,571,bad,bad
sabimen3139 (015929),Oyo,Ogbomosho,Ikoyi Road,477,426,426,1327600,1157931,1157931,Regular,Male,Yes,No,No,2256.425,0,459,459,good,bad
Mayorspecial (005100),Lagos,Festac1,5th Avenue Stretch,0,26,0,0,73324,0,Regular,Male,Yes,No,No,-5587.71,200,1168,1168,bad,bad
SAMIEKAYPOS (012538),Lagos,Oshodi-Main,Ilasamaja,115,130,115,243488,305732,243488,Regular,Male,Yes,No,No,-578.70343,56,501,501,bad,bad
ADEPOJUAPP (007366),Lagos,Oshodi-Main,Ajao estate,118,108,108,306420,308434,306420,Regular,Female,Yes,No,No,1140.6,3,759,759,good,bad
Neyolincom (001402),Lagos,Alimosho 1,Abule Egba,123,162,123,275057,317136,275057,Regular,Male,Yes,No,No,61.075,1,1587,1587,good,bad
Macmannie2 (006583),Osun,Osogbo,0,73,71,71,146965,151471,146965,Regular,Male,Yes,No,No,-242.88,34,930,930,bad,bad
Rolatventurepos (013460),Lagos,Kosofe,Alakpere,65,97,65,228300,686480,228300,Regular,Male,Yes,No,No,25786.4515,4,496,496,good,bad
sabimen2837 (015668),Oyo,Ibadan Central,Challenge,36,49,36,228250,246519,228250,Regular,Female,Yes,No,No,794.57,26,461,461,good,good
Multyband02 (004028),Anambra,Nnewi South,Azigbo,38,53,38,284440,543906,284440,Regular,Male,Yes,No,No,55034.9,2,1277,1277,good,bad
sabimen3973 (016584),Lagos,Oshodi-Main,Ajao estate,128,128,128,360505,375204,360505,Regular,Female,Yes,No,No,580.52602,5,437,437,good,bad
sabimen2638 (014805),Federal Capital Territory,Apo District,Apo Resettlement,0,21,0,0,46062,0,Regular,Male,Yes,No,No,1574.475,6,465,465,bad,bad
SABIMEN1671 (013833),Lagos,Mushin-Main,Mushin,221,202,202,672651,691181,672651,Regular,Female,Yes,No,No,46485.242,1,476,476,good,bad
deolarrypos (012878),Lagos,Ifako Ijaiye,Ijaiye,43,41,41,230980,317117,230980,Regular,Male,Yes,No,No,593.96629,388,503,503,good,good
Onyipos (013429),Lagos,Alimosho 1,Ejigbo,8,19,8,128750,186824,128750,Regular,Female,Yes,No,No,-741.09268,116,497,497,bad,bad
SABIMEN405 (010544),Lagos,Ikeja,Allen,116,136,116,283200,436656,283200,Regular,Male,Yes,No,No,24485.195,19,542,542,good,good
Star (000253),Lagos,Oshodi-Main,Isolo,0,31,0,0,78764,0,Regular,Female,Yes,No,No,-4696.671,185,1747,1866,bad,bad
sabimen1859 (013855),Lagos,Alimosho 1,Abule Egba,315,283,283,747390,690545,690545,Regular,Female,Yes,No,No,23778.99,10,472,472,good,good
fabas2pos (012546),Lagos,Apapa,Orile,42,42,42,227220,348401,227220,Regular,Male,Yes,No,No,12167.50071,4,500,500,good,bad
